"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"alsC_2~~~alsC","alsC_2;alsC","D-allose transport system permease protein AlsC","5","24","12","11","29.411764705882355","31.428571428571427","0.1909722222222222","0.01592678743569991","1.0","0.7387339794191711","6","4","6","0.03125","0.6875000000000002"
"group_13682","","hypothetical protein","9","30","8","5","52.94117647058824","14.285714285714285","0.1875","0.01696953237784066","1.0","0.7387339794191711","4","1","4","0.125","0.625"
"group_15512","","IS4 family transposase ISRel1;hypothetical protein","8","5","9","30","47.05882352941176","85.71428571428571","5.333333333333333","0.01696953237784066","1.0","0.7387339794191711","4","4","1","0.125","0.625"
"ribF","ribF","Bifunctional riboflavin kinase/FMN adenylyltransferase","4","21","13","14","23.52941176470588","40.0","0.20512820512820512","0.01872485059991867","1.0","0.7387339794191711","6","3","5","0.21875000000000003","1.0"
"group_10719","","hypothetical protein","12","12","5","23","70.58823529411765","65.71428571428571","4.6","0.01896029737837103","1.0","0.7387339794191711","5","5","3","0.0625","1.0"
"livF_10~~~livF_7","livF_10;livF_7","High-affinity branched-chain amino acid transport ATP-binding protein LivF","9","6","8","29","52.94117647058824","82.85714285714286","5.4375","0.01989334436615331","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"lptB_7~~~lptB_6~~~lptB_5","lptB_7;lptB_6;lptB_5","Lipopolysaccharide export system ATP-binding protein LptB","9","6","8","29","52.94117647058824","82.85714285714286","5.4375","0.01989334436615331","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_14653","","hypothetical protein","9","6","8","29","52.94117647058824","82.85714285714286","5.4375","0.01989334436615331","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_14640","","hypothetical protein","9","6","8","29","52.94117647058824","82.85714285714286","5.4375","0.01989334436615331","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_14628","","hypothetical protein","9","6","8","29","52.94117647058824","82.85714285714286","5.4375","0.01989334436615331","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_14614","alkJ_3","Alcohol dehydrogenase [acceptor]","9","6","8","29","52.94117647058824","82.85714285714286","5.4375","0.01989334436615331","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_14598","feaB","Phenylacetaldehyde dehydrogenase","9","6","8","29","52.94117647058824","82.85714285714286","5.4375","0.01989334436615331","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_14577","feaR","Transcriptional activator FeaR","9","6","8","29","52.94117647058824","82.85714285714286","5.4375","0.01989334436615331","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_15101","","hypothetical protein","0","10","17","25","0.0","71.42857142857143","0.0","0.02061951988591834","1.0","0.7387339794191711","5","0","5","0.0625","0.0625"
"group_9812","","hypothetical protein","0","10","17","25","0.0","71.42857142857143","0.0","0.02061951988591834","1.0","0.7387339794191711","5","0","5","0.0625","0.0625"
"group_15088","","hypothetical protein","2","16","15","19","11.76470588235294","54.285714285714285","0.15833333333333333","0.027784676464408208","1.0","0.7387339794191711","8","2","7","0.0703125","0.2890624999999999"
"group_13713","","hypothetical protein","2","16","15","19","11.76470588235294","54.285714285714285","0.15833333333333333","0.027784676464408208","1.0","0.7387339794191711","6","2","5","0.21875000000000003","0.6875000000000002"
"amiR_2~~~amiR","amiR_2;amiR","Aliphatic amidase regulator","2","16","15","19","11.76470588235294","54.285714285714285","0.15833333333333333","0.027784676464408208","1.0","0.7387339794191711","8","2","6","0.2890624999999999","0.2890624999999999"
"group_14390","nagR_4","HTH-type transcriptional repressor NagR","14","35","3","0","82.35294117647058","0.0","0.0","0.03076923076923074","1.0","0.7387339794191711","3","0","3","0.25","0.25"
"dadD~~~dadD_2~~~dadD_4","dadD;dadD_2;dadD_4","5'-deoxyadenosine deaminase","14","35","3","0","82.35294117647058","0.0","0.0","0.03076923076923074","1.0","0.7387339794191711","3","0","3","0.25","0.25"
"rcsC_19~~~rcsC_18","rcsC_19;rcsC_18","Sensor histidine kinase RcsC","14","35","3","0","82.35294117647058","0.0","0.0","0.03076923076923074","1.0","0.7387339794191711","3","0","3","0.25","0.25"
"group_10301","rcsC_20","Sensor histidine kinase RcsC","14","35","3","0","82.35294117647058","0.0","0.0","0.03076923076923074","1.0","0.7387339794191711","3","0","3","0.25","0.25"
"gsiD_8","gsiD_8","Glutathione transport system permease protein GsiD","14","35","3","0","82.35294117647058","0.0","0.0","0.03076923076923074","1.0","0.7387339794191711","3","0","3","0.25","0.25"
"rssB_2",";rssB_2","hypothetical protein;Regulator of RpoS","3","0","14","35","17.647058823529413","100.0","inf","0.03076923076923074","1.0","0.7387339794191711","3","3","0","0.25","0.25"
"nagR_4","nagR_4","HTH-type transcriptional repressor NagR","3","0","14","35","17.647058823529413","100.0","inf","0.03076923076923074","1.0","0.7387339794191711","3","3","0","0.25","0.25"
"group_11091","","hypothetical protein","3","0","14","35","17.647058823529413","100.0","inf","0.03076923076923074","1.0","0.7387339794191711","2","2","0","0.5","0.5"
"group_10618","","hypothetical protein","3","0","14","35","17.647058823529413","100.0","inf","0.03076923076923074","1.0","0.7387339794191711","3","3","0","0.25","0.25"
"group_10138","lrpC_1","HTH-type transcriptional regulator LrpC","3","0","14","35","17.647058823529413","100.0","inf","0.03076923076923074","1.0","0.7387339794191711","3","3","0","0.25","0.25"
"group_6081","","hypothetical protein","3","0","14","35","17.647058823529413","100.0","inf","0.03076923076923074","1.0","0.7387339794191711","2","2","0","0.5","0.5"
"group_12971","","hypothetical protein","12","33","5","2","70.58823529411765","5.714285714285714","0.14545454545454545","0.03090392493722748","1.0","0.7387339794191711","3","1","3","0.25","1.0"
"group_12684","","hypothetical protein","5","2","12","33","29.411764705882355","94.28571428571428","6.875","0.03090392493722748","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"envZ","envZ;","Osmolarity sensor protein EnvZ;hypothetical protein","5","2","12","33","29.411764705882355","94.28571428571428","6.875","0.03090392493722748","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_10564","","hypothetical protein","5","2","12","33","29.411764705882355","94.28571428571428","6.875","0.03090392493722748","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_2949","yjiE","HTH-type transcriptional regulator YjiE","5","2","12","33","29.411764705882355","94.28571428571428","6.875","0.03090392493722748","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_2598","","hypothetical protein","5","2","12","33","29.411764705882355","94.28571428571428","6.875","0.03090392493722748","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"dmlA","dmlA","D-malate dehydrogenase [decarboxylating]","5","2","12","33","29.411764705882355","94.28571428571428","6.875","0.03090392493722748","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"tarD","tarD","D(-)-tartrate dehydratase","5","2","12","33","29.411764705882355","94.28571428571428","6.875","0.03090392493722748","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_10161","","hypothetical protein","7","26","10","9","41.17647058823529","25.71428571428571","0.2423076923076923","0.03154074646888963","1.0","0.7387339794191711","4","1","4","0.125","0.625"
"group_13271","","hypothetical protein","14","17","3","18","82.35294117647058","51.42857142857142","4.9411764705882355","0.03367301455876187","1.0","0.7387339794191711","10","8","3","0.10937500000000003","0.3437499999999999"
"copA_1~~~copA_2~~~pacS~~~copA~~~ctpV~~~ctpV_1~~~ctpB~~~kdpB_1~~~ctpA~~~ctpV_2","copA_1;copA_2;pacS;;copA;ctpV;ctpV_1;ctpB;kdpB_1;ctpA;ctpV_2","putative copper-importing P-type ATPase A;putative copper-transporting ATPase PacS;hypothetical protein;putative copper-exporting P-type ATPase V;Cation-transporting P-type ATPase B;Potassium-transporting ATPase ATP-binding subunit;Copper-exporting P-type ATPase","13","34","4","1","76.47058823529412","2.857142857142857","0.09558823529411764","0.034432234432234456","1.0","0.7387339794191711","5","1","4","0.375","0.375"
"group_13959","","hypothetical protein","6","24","11","11","35.294117647058826","31.428571428571427","0.25","0.03595836419638273","1.0","0.7387339794191711","7","5","5","0.4531249999999996","0.4531249999999996"
"alaS_3",";alaS_3","hypothetical protein;Alanine--tRNA ligase","6","24","11","11","35.294117647058826","31.428571428571427","0.25","0.03595836419638273","1.0","0.7387339794191711","5","4","5","0.0625","0.375"
"rbsA_17~~~rbsA_16~~~rbsA_27~~~rbsA_18~~~mglA_5","rbsA_17;rbsA_16;rbsA_27;rbsA_18;mglA_5","Ribose import ATP-binding protein RbsA;Galactose/methyl galactoside import ATP-binding protein MglA","6","24","11","11","35.294117647058826","31.428571428571427","0.25","0.03595836419638273","1.0","0.7387339794191711","7","5","5","0.4531249999999996","0.4531249999999996"
"parE4_2~~~parE4","parE4_2;parE4","Toxin ParE4","11","11","6","24","64.70588235294117","68.57142857142857","4.0","0.035958364196382736","1.0","0.7387339794191711","4","4","2","0.125","1.0"
"group_15565","tyrS_2","Tyrosine--tRNA ligase","5","22","12","13","29.411764705882355","37.142857142857146","0.24621212121212122","0.03785490134918727","1.0","0.7387339794191711","5","2","5","0.0625","1.0"
"recD2_4~~~recD2_2~~~recD2_3",";recD2_4;recD2_2;recD2_3","hypothetical protein;ATP-dependent RecD-like DNA helicase","5","22","12","13","29.411764705882355","37.142857142857146","0.24621212121212122","0.03785490134918727","1.0","0.7387339794191711","5","2","4","0.375","1.0"
"group_14791","","hypothetical protein","3","17","14","18","17.647058823529413","51.42857142857142","0.226890756302521","0.03818855414922796","1.0","0.7387339794191711","6","2","5","0.21875000000000003","0.6875000000000002"
"group_10579","","hypothetical protein","1","12","16","23","5.88235294117647","65.71428571428571","0.11979166666666667","0.03930870984191838","1.0","0.7387339794191711","5","1","5","0.0625","0.375"
"group_8964","","hypothetical protein","1","12","16","23","5.88235294117647","65.71428571428571","0.11979166666666667","0.03930870984191838","1.0","0.7387339794191711","5","1","5","0.0625","0.375"
"ccmF_2~~~ccmF_1~~~ccmF~~~ccmF_3","ccmF_2;ccmF_1;ccmF;;ccmF_3","Cytochrome c-type biogenesis protein CcmF;hypothetical protein","7","5","10","30","41.17647058823529","85.71428571428571","4.2","0.0416315102572811","1.0","0.7387339794191711","5","4","2","0.375","1.0"
"hemA_1~~~hemA_3~~~hemA_4~~~hemA_2","hemA_1;;hemA_3;hemA_4;hemA_2","5-aminolevulinate synthase;hypothetical protein","7","5","10","30","41.17647058823529","85.71428571428571","4.2","0.0416315102572811","1.0","0.7387339794191711","8","6","3","0.2890624999999999","0.7265625000000002"
"group_11706","","IS5 family transposase ISRel13","7","5","10","30","41.17647058823529","85.71428571428571","4.2","0.0416315102572811","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_13106","ku_6","Non-homologous end joining protein Ku","0","8","17","27","0.0","77.14285714285715","0.0","0.0419972462525655","1.0","0.7387339794191711","5","0","5","0.0625","0.0625"
"group_12637","","hypothetical protein","0","8","17","27","0.0","77.14285714285715","0.0","0.0419972462525655","1.0","0.7387339794191711","4","0","4","0.125","0.125"
"group_13562","","hypothetical protein","9","29","8","6","52.94117647058824","17.142857142857142","0.23275862068965517","0.042890352205743026","1.0","0.7387339794191711","3","1","3","0.25","1.0"
"group_13313","","hypothetical protein","9","29","8","6","52.94117647058824","17.142857142857142","0.23275862068965517","0.042890352205743026","1.0","0.7387339794191711","6","3","6","0.03125","1.0"
"leuE_2~~~rhtB_6",";leuE_2;rhtB_6","hypothetical protein;Leucine efflux protein;Homoserine/homoserine lactone efflux protein","13","16","4","19","76.47058823529412","54.285714285714285","3.859375","0.04330973828385147","1.0","0.7387339794191711","8","6","3","0.2890624999999999","0.7265625000000002"
"rhaS_5~~~rhaS_8~~~rhaS_11~~~rhaS_7","rhaS_5;rhaS_8;rhaS_11;rhaS_7","HTH-type transcriptional activator RhaS","13","16","4","19","76.47058823529412","54.285714285714285","3.859375","0.04330973828385147","1.0","0.7387339794191711","8","6","3","0.2890624999999999","0.7265625000000002"
"group_11116","","hypothetical protein","13","16","4","19","76.47058823529412","54.285714285714285","3.859375","0.04330973828385147","1.0","0.7387339794191711","8","6","3","0.2890624999999999","0.7265625000000002"
"rhtC_2~~~rhtC_1","rhtC_2;rhtC_1","Threonine efflux protein","11","32","6","3","64.70588235294117","8.571428571428571","0.171875","0.04459139380508487","1.0","0.7387339794191711","6","2","5","0.21875000000000003","0.6875000000000002"
"group_14824","","hypothetical protein","11","32","6","3","64.70588235294117","8.571428571428571","0.171875","0.04459139380508487","1.0","0.7387339794191711","3","1","3","0.25","1.0"
"group_14603","","hypothetical protein","11","32","6","3","64.70588235294117","8.571428571428571","0.171875","0.04459139380508487","1.0","0.7387339794191711","3","1","3","0.25","1.0"
"group_14584","","hypothetical protein","11","32","6","3","64.70588235294117","8.571428571428571","0.171875","0.04459139380508487","1.0","0.7387339794191711","3","1","3","0.25","1.0"
"group_11970","","hypothetical protein","11","32","6","3","64.70588235294117","8.571428571428571","0.171875","0.04459139380508487","1.0","0.7387339794191711","3","1","3","0.25","1.0"
"yutF","yutF;","Acid sugar phosphatase;hypothetical protein","11","32","6","3","64.70588235294117","8.571428571428571","0.171875","0.04459139380508487","1.0","0.7387339794191711","6","1","5","0.21875000000000003","0.21875000000000003"
"group_10468","","hypothetical protein","6","3","11","32","35.294117647058826","91.42857142857143","5.818181818181818","0.04459139380508487","1.0","0.7387339794191711","3","3","1","0.25","1.0"
"group_10141","","hypothetical protein","6","3","11","32","35.294117647058826","91.42857142857143","5.818181818181818","0.04459139380508487","1.0","0.7387339794191711","6","5","2","0.21875000000000003","0.6875000000000002"
"group_8358","","hypothetical protein","6","3","11","32","35.294117647058826","91.42857142857143","5.818181818181818","0.04459139380508487","1.0","0.7387339794191711","3","3","1","0.25","1.0"
