	H012.fsa	L019.fsa	G077.fsa	L008.fsa	H082.fsa	G067.fsa	G099.fsa	V074.fsa	V068.fsa	G011.fsa	G028.fsa	V050.fsa	H011.fsa	L104.fsa	G007.fsa	G073.fsa	G008.fsa	V060.fsa	V100.fsa	G004.fsa	H005.fsa	G108.fsa	V002.fsa	V057.fsa	V069.fsa	L074.fsa	G016.fsa	L111.fsa	V030.fsa	L079.fsa	L070.fsa	V010.fsa	H178.fsa	V014.fsa	L102.fsa	G094.fsa	V116.fsa	H031.fsa	G109.fsa	L082.fsa	G051.fsa	H130.fsa	V067.fsa	H127.fsa	V006.fsa	V008.fsa	G093.fsa	V004.fsa	G083.fsa	G088.fsa	V043.fsa	L117.fsa
G028.fsa	5721201.0	6797366.0	6742037.0	6735070.0	6154890.0	6698380.0	6729056.0	6284976.0	5638860.0	5804265.0	7244890.0	6811876.0	5712792.0	6806143.0	6731298.0	6754937.0	6804954.0	2947918.0	5780141.0	6734534.0	5799142.0	6701870.0	6744835.0	7109620.0	6789439.0	6633072.0	5763875.0	6798547.0	6630294.0	6745860.0	6809176.0	5806591.0	5716752.0	5720842.0	6644099.0	6168018.0	6829453.0	5788911.0	6792334.0	5779140.0	6787355.0	6715798.0	5799261.0	5731820.0	6714364.0	5810921.0	5855630.0	5795190.0	5795220.0	6801681.0	6812103.0	5713010.0
V050.fsa	5784684.0	6823593.0	6997093.0	7181155.0	6177520.0	6754350.0	7028155.0	6339411.0	5680062.0	5854139.0	6811876.0	7582327.0	5780741.0	6846235.0	6789314.0	6774243.0	6831825.0	2957055.0	5929222.0	6783483.0	5839043.0	6762421.0	6773969.0	7194190.0	6776484.0	6726923.0	5819500.0	6820542.0	6722539.0	6994237.0	6826005.0	5851231.0	5726033.0	5790840.0	6734699.0	6198315.0	6851310.0	5827519.0	6789273.0	5801600.0	6812624.0	6782029.0	5869716.0	5799766.0	6775076.0	5879401.0	5907522.0	5851552.0	5866184.0	6823383.0	7501837.0	5780108.0
H011.fsa	7053066.0	5826293.0	5804734.0	5777360.0	5712577.0	5813610.0	5773319.0	5877224.0	6448732.0	6690655.0	5712792.0	5780741.0	7351350.0	5813529.0	5866875.0	5807259.0	5825104.0	2869024.0	6315719.0	5839058.0	6704767.0	5810266.0	5801594.0	6111385.0	5798544.0	5769426.0	6339767.0	5831353.0	5793390.0	5817969.0	5829540.0	6717884.0	5405305.0	7167236.0	5773250.0	5715722.0	5844244.0	5992827.0	5797808.0	5449842.0	5807781.0	5859988.0	6680227.0	7172671.0	5805863.0	6593720.0	6051199.0	6651074.0	6652347.0	5828619.0	5778508.0	6320396.0
L104.fsa	5795627.0	6869559.0	6797408.0	6868223.0	6186128.0	6758777.0	6880792.0	6358053.0	5693915.0	5863119.0	6806143.0	6846235.0	5813529.0	7746970.0	6941364.0	6739850.0	6870605.0	2942818.0	5879261.0	7031378.0	5831692.0	6761006.0	6727062.0	7287545.0	6865924.0	6788780.0	5841047.0	6881861.0	6807921.0	6799838.0	6865105.0	5851057.0	5810462.0	5794537.0	6808353.0	6188225.0	7367815.0	5884866.0	6864722.0	5913933.0	7138832.0	6933953.0	5899636.0	5836826.0	6883429.0	5890622.0	5904629.0	5855719.0	5896604.0	6859890.0	6841508.0	5816400.0
G007.fsa	5889308.0	6929411.0	6808749.0	6764710.0	6213038.0	7440956.0	6805656.0	6384381.0	5750974.0	5856449.0	6731298.0	6789314.0	5866875.0	6941364.0	8110648.0	6740448.0	6935148.0	3054691.0	5963724.0	7343567.0	5893321.0	7445138.0	6720672.0	7823465.0	6758156.0	6893049.0	5882946.0	7045220.0	6892514.0	6818785.0	6925788.0	5887032.0	5739085.0	5872879.0	7085088.0	6225734.0	6889192.0	5880158.0	6769452.0	5813859.0	6913943.0	7869571.0	5875080.0	5909920.0	7464348.0	5888917.0	5878353.0	5846787.0	5879191.0	6921414.0	6782636.0	5884996.0
G073.fsa	5809304.0	6856657.0	6762572.0	6722609.0	6153425.0	6734851.0	6755642.0	6413590.0	5729617.0	5818811.0	6754937.0	6774243.0	5807259.0	6739850.0	6740448.0	7195373.0	6867588.0	2935776.0	5859911.0	6759518.0	5886760.0	6733830.0	7134257.0	7141184.0	6722391.0	6749184.0	5836738.0	6951825.0	6742469.0	6767492.0	6872408.0	5879656.0	5696015.0	5811644.0	6765588.0	6152498.0	6750018.0	5844851.0	6725528.0	5755434.0	6756681.0	6736016.0	5821165.0	5824968.0	6729844.0	5834705.0	5840828.0	5816465.0	5824597.0	6869244.0	6771015.0	5791820.0
G008.fsa	5814762.0	7639809.0	6874829.0	6803573.0	6255673.0	6931844.0	6800498.0	6380859.0	5733253.0	5847571.0	6804954.0	6831825.0	5825104.0	6870605.0	6935148.0	6867588.0	7636343.0	3080194.0	5905885.0	6839979.0	5885777.0	6935773.0	6849892.0	7314213.0	6785034.0	6718102.0	5885711.0	6942794.0	6811557.0	6873559.0	7661059.0	5876174.0	5744004.0	5826939.0	6722002.0	6254439.0	6831762.0	5892253.0	6789704.0	5799568.0	6809891.0	6838800.0	5858164.0	5844593.0	6938697.0	5843995.0	5884733.0	5851130.0	5835691.0	7616172.0	6836928.0	5827316.0
V060.fsa	2877476.0	3077188.0	2938227.0	2947682.0	2935929.0	3041404.0	2938788.0	2943065.0	2806070.0	2879000.0	2947918.0	2957055.0	2869024.0	2942818.0	3054691.0	2935776.0	3080194.0	8151151.0	2953824.0	2920450.0	2871634.0	3038172.0	2931353.0	3111641.0	2925864.0	2878390.0	2866228.0	3022721.0	2888761.0	2934405.0	3075050.0	2873471.0	2945378.0	2868046.0	2910723.0	2938591.0	2962008.0	2890738.0	2931482.0	2923334.0	2944911.0	2956155.0	2864844.0	2870804.0	3050317.0	2871813.0	2900990.0	2862070.0	2864536.0	3075027.0	2955268.0	2861217.0
V100.fsa	6548001.0	5903679.0	6093983.0	5915586.0	5803544.0	5895966.0	5843932.0	5879733.0	6254907.0	6375657.0	5780141.0	5929222.0	6315719.0	5879261.0	5963724.0	5859911.0	5905885.0	2953824.0	14107846.0	5886245.0	6411459.0	5890269.0	5848635.0	6174599.0	5821994.0	5807761.0	6637751.0	5868204.0	5802407.0	6095716.0	5902716.0	6397219.0	5805851.0	6317667.0	5819520.0	5803980.0	5988351.0	6260901.0	5832709.0	5623552.0	5938682.0	5935439.0	6476844.0	6592489.0	5893430.0	6523742.0	6278145.0	6367398.0	6444513.0	5901078.0	5916497.0	6490156.0
G004.fsa	5835523.0	6839820.0	6843970.0	6744836.0	6240787.0	7160940.0	6783474.0	6378840.0	5765246.0	5850685.0	6734534.0	6783483.0	5839058.0	7031378.0	7343567.0	6759518.0	6839979.0	2920450.0	5886245.0	8020315.0	5884040.0	7180515.0	6751546.0	7630754.0	6803998.0	6920036.0	5876178.0	6981798.0	6920856.0	6853856.0	6842688.0	5892121.0	5750216.0	5836916.0	6912831.0	6245647.0	6969402.0	5894028.0	6807526.0	5941062.0	6961047.0	7498994.0	5846858.0	5862247.0	7359952.0	5851320.0	5916478.0	5849594.0	5843491.0	6838724.0	6774269.0	5895369.0
H005.fsa	6768537.0	5885365.0	5890961.0	5808134.0	5736708.0	5889706.0	5807967.0	5947731.0	6451458.0	6755270.0	5799142.0	5839043.0	6704767.0	5831692.0	5893321.0	5886760.0	5885777.0	2871634.0	6411459.0	5884040.0	7265329.0	5883405.0	5878495.0	6185427.0	5822782.0	5816157.0	6453869.0	5899514.0	5807006.0	5886088.0	5887066.0	7113229.0	5524378.0	6705932.0	5812723.0	5739119.0	5905388.0	6083531.0	5821312.0	5556670.0	5856462.0	5885569.0	6766302.0	6785845.0	5872796.0	6767690.0	6077678.0	6762442.0	6768563.0	5885082.0	5837139.0	6385068.0
G108.fsa	5841910.0	6930304.0	6792194.0	6721339.0	6183098.0	7654678.0	6764681.0	6377508.0	5732490.0	5834240.0	6701870.0	6762421.0	5810266.0	6761006.0	7445138.0	6733830.0	6935773.0	3038172.0	5890269.0	7180515.0	5883405.0	7631949.0	6724008.0	7711335.0	6728316.0	6764517.0	5875301.0	6872207.0	6758995.0	6798058.0	6929643.0	5871016.0	5708892.0	5816686.0	6765400.0	6186843.0	6754394.0	5861812.0	6724850.0	5761794.0	6814384.0	7388188.0	5836939.0	5861590.0	7368654.0	5837656.0	5862600.0	5832403.0	5837522.0	6929398.0	6757010.0	5831649.0
V002.fsa	5806646.0	6846918.0	6754481.0	6718771.0	6143481.0	6721327.0	6750840.0	6400866.0	5721145.0	5815012.0	6744835.0	6773969.0	5801594.0	6727062.0	6720672.0	7134257.0	6849892.0	2931353.0	5848635.0	6751546.0	5878495.0	6724008.0	7145988.0	7121451.0	6714812.0	6736091.0	5829075.0	6944202.0	6734998.0	6758245.0	6859248.0	5875119.0	5694572.0	5806012.0	6754515.0	6143200.0	6751759.0	5839420.0	6717508.0	5751784.0	6743330.0	6720177.0	5817449.0	5820744.0	6715777.0	5829032.0	5831160.0	5812555.0	5819699.0	6855384.0	6774718.0	5783779.0
V057.fsa	6131409.0	7312584.0	7168152.0	7160877.0	6516190.0	7708586.0	7196711.0	6775929.0	6014407.0	6179249.0	7109620.0	7194190.0	6111385.0	7287545.0	7823465.0	7141184.0	7314213.0	3111641.0	6174599.0	7630754.0	6185427.0	7711335.0	7121451.0	10303505.0	7102688.0	7377927.0	6159311.0	7425074.0	7376240.0	7183034.0	7314146.0	6164211.0	5938572.0	6095577.0	7390996.0	6512880.0	7240839.0	6145630.0	7110687.0	6091768.0	7232738.0	7749908.0	6140702.0	6128139.0	7893720.0	6151966.0	6143203.0	6136548.0	6139614.0	7322243.0	7194473.0	6142193.0
V069.fsa	5792278.0	6787806.0	6798395.0	6921912.0	6216263.0	6725813.0	6909015.0	6327966.0	5683669.0	5826689.0	6789439.0	6776484.0	5798544.0	6865924.0	6758156.0	6722391.0	6785034.0	2925864.0	5821994.0	6803998.0	5822782.0	6728316.0	6714812.0	7102688.0	7474702.0	6633268.0	5785331.0	6724642.0	6639276.0	6801009.0	6795805.0	5819834.0	5688233.0	5802700.0	6649228.0	6221639.0	6949834.0	5857218.0	7387129.0	5813620.0	6958383.0	6743825.0	5850690.0	5810834.0	6722544.0	5854206.0	5799486.0	5824460.0	5842181.0	6791229.0	6772462.0	5819214.0
L074.fsa	5765608.0	6717851.0	6698947.0	6699406.0	6117459.0	6765199.0	6751907.0	6348888.0	5693886.0	5777610.0	6633072.0	6726923.0	5769426.0	6788780.0	6893049.0	6749184.0	6718102.0	2878390.0	5807761.0	6920036.0	5816157.0	6764517.0	6736091.0	7377927.0	6633268.0	8672543.0	5806692.0	6853417.0	7133945.0	6698325.0	6722737.0	5814999.0	5659567.0	5772824.0	7118433.0	6118089.0	6745879.0	5806213.0	6639239.0	5768263.0	6771759.0	6889795.0	5774111.0	5777309.0	6886102.0	5779963.0	5806799.0	5770370.0	5774105.0	6721600.0	6727759.0	5806710.0
G016.fsa	6384820.0	5885256.0	5984576.0	5778611.0	5720178.0	5874337.0	5784158.0	5872648.0	6219498.0	6397384.0	5763875.0	5819500.0	6339767.0	5841047.0	5882946.0	5836738.0	5885711.0	2866228.0	6637751.0	5876178.0	6453869.0	5875301.0	5829075.0	6159311.0	5785331.0	5806692.0	7154414.0	5850076.0	5804277.0	5984418.0	5884216.0	6438214.0	5542412.0	6337030.0	5812280.0	5722678.0	5892488.0	6231199.0	5781412.0	5611003.0	5877365.0	5874043.0	6484835.0	6390259.0	5860229.0	6503047.0	6186612.0	6401704.0	6440949.0	5880727.0	5812592.0	6862289.0
L111.fsa	5830146.0	6944026.0	6801238.0	6713327.0	6202683.0	6864457.0	6767947.0	6361717.0	5746986.0	5846259.0	6798547.0	6820542.0	5831353.0	6881861.0	7045220.0	6951825.0	6942794.0	3022721.0	5868204.0	6981798.0	5899514.0	6872207.0	6944202.0	7425074.0	6724642.0	6853417.0	5850076.0	7705286.0	6852883.0	6809806.0	6941456.0	5896847.0	5735986.0	5837341.0	6855874.0	6209963.0	6803478.0	5886531.0	6717541.0	5820763.0	6808396.0	6951292.0	5845232.0	5851900.0	6988022.0	5846182.0	5872918.0	5837710.0	5834281.0	6940474.0	6822820.0	5856436.0
V030.fsa	5759456.0	6811980.0	6697690.0	6698366.0	6186190.0	6760059.0	6752985.0	6349742.0	5690706.0	5795921.0	6630294.0	6722539.0	5793390.0	6807921.0	6892514.0	6742469.0	6811557.0	2888761.0	5802407.0	6920856.0	5807006.0	6758995.0	6734998.0	7376240.0	6639276.0	7133945.0	5804277.0	6852883.0	7996976.0	6696649.0	6817763.0	5807030.0	5657583.0	5790493.0	7098598.0	6186911.0	6745713.0	5806732.0	6633916.0	5768490.0	6763214.0	6890244.0	5795285.0	5794987.0	6882837.0	5775984.0	5802684.0	5792728.0	5766478.0	6817320.0	6722740.0	5803350.0
L079.fsa	5839174.0	6869479.0	7505697.0	6980441.0	6223804.0	6795839.0	6756005.0	6347553.0	5736772.0	5829804.0	6745860.0	6994237.0	5817969.0	6799838.0	6818785.0	6767492.0	6873559.0	2934405.0	6095716.0	6853856.0	5886088.0	6798058.0	6758245.0	7183034.0	6801009.0	6698325.0	5984418.0	6809806.0	6696649.0	7717744.0	6882011.0	5883461.0	5789697.0	5826585.0	6723874.0	6230240.0	6824202.0	5961279.0	6815270.0	5866487.0	6826041.0	6810228.0	5921820.0	5901332.0	6785913.0	5926584.0	6034625.0	5828106.0	5886346.0	6875795.0	7002394.0	5875045.0
L070.fsa	5817266.0	7638099.0	6875198.0	6802930.0	6256312.0	6931177.0	6801342.0	6382484.0	5736021.0	5849094.0	6809176.0	6826005.0	5829540.0	6865105.0	6925788.0	6872408.0	7661059.0	3075050.0	5902716.0	6842688.0	5887066.0	6929643.0	6859248.0	7314146.0	6795805.0	6722737.0	5884216.0	6941456.0	6817763.0	6882011.0	7667598.0	5877108.0	5747289.0	5828285.0	6725227.0	6261703.0	6831300.0	5892466.0	6790411.0	5804524.0	6813233.0	6828379.0	5860712.0	5845764.0	6939586.0	5846364.0	5884737.0	5852682.0	5838290.0	7641862.0	6833244.0	5827944.0
V010.fsa	6771936.0	5874976.0	5881190.0	5811195.0	5728066.0	5870302.0	5803592.0	5916813.0	6449918.0	6708471.0	5806591.0	5851231.0	6717884.0	5851057.0	5887032.0	5879656.0	5876174.0	2873471.0	6397219.0	5892121.0	7113229.0	5871016.0	5875119.0	6164211.0	5819834.0	5814999.0	6438214.0	5896847.0	5807030.0	5883461.0	5877108.0	7271417.0	5531052.0	6723736.0	5810066.0	5736512.0	5932235.0	6060709.0	5815408.0	5565306.0	5862727.0	5876156.0	6712013.0	6797476.0	5867240.0	6709737.0	6085009.0	6706329.0	6707853.0	5874324.0	5849273.0	6402390.0
H178.fsa	5640930.0	5741904.0	5785680.0	5734998.0	5678025.0	5708736.0	5710025.0	5633302.0	5335386.0	5546323.0	5716752.0	5726033.0	5405305.0	5810462.0	5739085.0	5696015.0	5744004.0	2945378.0	5805851.0	5750216.0	5524378.0	5708892.0	5694572.0	5938572.0	5688233.0	5659567.0	5542412.0	5735986.0	5657583.0	5789697.0	5747289.0	5531052.0	7594457.0	5404429.0	5669967.0	5677938.0	5843868.0	5638838.0	5690775.0	6779288.0	5799152.0	5741723.0	5583146.0	5649495.0	5669305.0	5575008.0	5668344.0	5541225.0	5573265.0	5748307.0	5728331.0	5470027.0
V014.fsa	7031916.0	5826417.0	5809253.0	5782548.0	5714972.0	5817482.0	5779062.0	5882342.0	6450575.0	6697696.0	5720842.0	5790840.0	7167236.0	5794537.0	5872879.0	5811644.0	5826939.0	2868046.0	6317667.0	5836916.0	6705932.0	5816686.0	5806012.0	6095577.0	5802700.0	5772824.0	6337030.0	5837341.0	5790493.0	5826585.0	5828285.0	6723736.0	5404429.0	7270769.0	5774467.0	5724834.0	5847580.0	5991456.0	5802804.0	5450899.0	5810371.0	5858424.0	6675040.0	7178782.0	5810147.0	6597396.0	6047230.0	6643126.0	6650435.0	5826813.0	5788482.0	6324101.0
L102.fsa	5774528.0	6725223.0	6716471.0	6710035.0	6121898.0	6765407.0	6764967.0	6365276.0	5690432.0	5776542.0	6644099.0	6734699.0	5773250.0	6808353.0	7085088.0	6765588.0	6722002.0	2910723.0	5819520.0	6912831.0	5812723.0	6765400.0	6754515.0	7390996.0	6649228.0	7118433.0	5812280.0	6855874.0	7098598.0	6723874.0	6725227.0	5810066.0	5669967.0	5774467.0	7395102.0	6122085.0	6764983.0	5811202.0	6651600.0	5778399.0	6769759.0	7072712.0	5780200.0	5783579.0	6881253.0	5782654.0	5808187.0	5773074.0	5778183.0	6723988.0	6735944.0	5804769.0
G094.fsa	5695539.0	6259280.0	6225649.0	6169069.0	7316414.0	6192174.0	6161904.0	6140197.0	5648590.0	5760822.0	6168018.0	6198315.0	5715722.0	6188225.0	6225734.0	6152498.0	6254439.0	2938591.0	5803980.0	6245647.0	5739119.0	6186843.0	6143200.0	6512880.0	6221639.0	6118089.0	5722678.0	6209963.0	6186911.0	6230240.0	6261703.0	5736512.0	5677938.0	5724834.0	6122085.0	7336643.0	6203335.0	5880108.0	6208223.0	5749030.0	6192584.0	6216123.0	5756059.0	5726457.0	6204943.0	5746347.0	5874904.0	5745718.0	5736235.0	6254107.0	6184637.0	5745762.0
V116.fsa	5887767.0	6827619.0	6807901.0	7102397.0	6195589.0	6750776.0	7110903.0	6389629.0	5720380.0	5910862.0	6829453.0	6851310.0	5844244.0	7367815.0	6889192.0	6750018.0	6831762.0	2962008.0	5988351.0	6969402.0	5905388.0	6754394.0	6751759.0	7240839.0	6949834.0	6745879.0	5892488.0	6803478.0	6745713.0	6824202.0	6831300.0	5932235.0	5843868.0	5847580.0	6764983.0	6203335.0	8093657.0	5916793.0	6962126.0	5989349.0	7326488.0	6889193.0	5969120.0	5913671.0	6834153.0	5990612.0	5939701.0	5901402.0	5972773.0	6831822.0	6838872.0	5872276.0
H031.fsa	6057051.0	5890459.0	5957758.0	5817894.0	5877849.0	5860971.0	5817360.0	5863166.0	5897289.0	6052934.0	5788911.0	5827519.0	5992827.0	5884866.0	5880158.0	5844851.0	5892253.0	2890738.0	6260901.0	5894028.0	6083531.0	5861812.0	5839420.0	6145630.0	5857218.0	5806213.0	6231199.0	5886531.0	5806732.0	5961279.0	5892466.0	6060709.0	5638838.0	5991456.0	5811202.0	5880108.0	5916793.0	7220645.0	5852218.0	5644865.0	5910881.0	5872811.0	6132165.0	6056866.0	5848408.0	6143912.0	6739987.0	6040753.0	6079192.0	5889718.0	5826142.0	6132634.0
G109.fsa	5800179.0	6783423.0	6803757.0	6937546.0	6208606.0	6725702.0	6927874.0	6329609.0	5684037.0	5815323.0	6792334.0	6789273.0	5797808.0	6864722.0	6769452.0	6725528.0	6789704.0	2931482.0	5832709.0	6807526.0	5821312.0	6724850.0	6717508.0	7110687.0	7387129.0	6639239.0	5781412.0	6717541.0	6633916.0	6815270.0	6790411.0	5815408.0	5690775.0	5802804.0	6651600.0	6208223.0	6962126.0	5852218.0	7433097.0	5812497.0	6977274.0	6766237.0	5853629.0	5810171.0	6734159.0	5865031.0	5801281.0	5814473.0	5851449.0	6784399.0	6789491.0	5819593.0
L082.fsa	5499545.0	5798045.0	5870130.0	5821783.0	5750111.0	5759362.0	5809767.0	5699478.0	5393399.0	5575789.0	5779140.0	5801600.0	5449842.0	5913933.0	5813859.0	5755434.0	5799568.0	2923334.0	5623552.0	5941062.0	5556670.0	5761794.0	5751784.0	6091768.0	5813620.0	5768263.0	5611003.0	5820763.0	5768490.0	5866487.0	5804524.0	5565306.0	6779288.0	5450899.0	5778399.0	5749030.0	5989349.0	5644865.0	5812497.0	7679775.0	5935785.0	5814503.0	5618981.0	5528003.0	5827089.0	5607541.0	5688694.0	5571029.0	5610285.0	5800309.0	5800487.0	5549887.0
G051.fsa	5863805.0	6806865.0	6814921.0	6936413.0	6189731.0	6812321.0	6995933.0	6359837.0	5694916.0	5864786.0	6787355.0	6812624.0	5807781.0	7138832.0	6913943.0	6756681.0	6809891.0	2944911.0	5938682.0	6961047.0	5856462.0	6814384.0	6743330.0	7232738.0	6958383.0	6771759.0	5877365.0	6808396.0	6763214.0	6826041.0	6813233.0	5862727.0	5799152.0	5810371.0	6769759.0	6192584.0	7326488.0	5910881.0	6977274.0	5935785.0	8017358.0	6889122.0	5936870.0	5872703.0	6849082.0	5960417.0	5926413.0	5863191.0	5932166.0	6813350.0	6810151.0	5795320.0
