	H012.fsa	L019.fsa	G077.fsa	L008.fsa	H082.fsa	G067.fsa	G099.fsa	V074.fsa	V068.fsa	G011.fsa	G028.fsa	V050.fsa	H011.fsa	L104.fsa	G007.fsa	G073.fsa	G008.fsa	V060.fsa	V100.fsa	G004.fsa	H005.fsa	G108.fsa	V002.fsa	V057.fsa	V069.fsa	L074.fsa	G016.fsa	L111.fsa	V030.fsa	L079.fsa	L070.fsa	V010.fsa	H178.fsa	V014.fsa	L102.fsa	G094.fsa	V116.fsa	H031.fsa	G109.fsa	L082.fsa	G051.fsa	H130.fsa	V067.fsa	H127.fsa	V006.fsa	V008.fsa	G093.fsa	V004.fsa	G083.fsa	G088.fsa	V043.fsa	L117.fsa
G028.fsa	309063.0	72209.0	67576.0	68153.0	265054.0	68446.0	72232.0	250119.0	302402.0	314829.0	0.0	66876.0	308100.0	43882.0	70420.0	74969.0	72829.0	429153.0	312266.0	69457.0	311192.0	68702.0	74801.0	82146.0	60038.0	79385.0	307692.0	75970.0	79875.0	67841.0	72840.0	310218.0	394888.0	308013.0	80649.0	265558.0	48572.0	304046.0	59918.0	404920.0	53208.0	69663.0	315133.0	309950.0	68206.0	315173.0	303580.0	315050.0	315345.0	72229.0	67051.0	307318.0
V050.fsa	313236.0	69041.0	70947.0	21159.0	265646.0	71075.0	21586.0	251339.0	304347.0	316198.0	66876.0	0.0	312580.0	65535.0	73183.0	75236.0	69529.0	430255.0	322316.0	71926.0	314447.0	71746.0	75557.0	74949.0	66264.0	68106.0	310574.0	76660.0	68150.0	71210.0	68885.0	313016.0	397215.0	312716.0	69111.0	266328.0	71643.0	306075.0	67750.0	407652.0	69994.0	73488.0	318243.0	314521.0	71452.0	317858.0	308549.0	316620.0	318144.0	69074.0	1037.0	310554.0
H011.fsa	1919.0	315885.0	314293.0	315299.0	299497.0	315216.0	315023.0	312721.0	157307.0	149122.0	308100.0	312580.0	0.0	316151.0	320854.0	314294.0	316004.0	420780.0	203011.0	317536.0	114124.0	315228.0	313857.0	332620.0	319917.0	312463.0	197614.0	317712.0	315393.0	316434.0	316481.0	113306.0	393419.0	1531.0	314035.0	299719.0	317533.0	289679.0	319685.0	398382.0	318060.0	320500.0	155473.0	1336.0	315818.0	151888.0	287511.0	152502.0	153582.0	316323.0	312226.0	197362.0
L104.fsa	315114.0	71703.0	77692.0	68943.0	268536.0	66304.0	68832.0	253489.0	305829.0	319218.0	43882.0	65535.0	316151.0	0.0	68149.0	81063.0	71530.0	429880.0	320743.0	63059.0	315936.0	66221.0	80406.0	81485.0	78315.0	78136.0	311995.0	81529.0	80237.0	78882.0	71116.0	315128.0	396217.0	314434.0	80296.0	268457.0	32090.0	309654.0	78023.0	411026.0	49848.0	67650.0	322209.0	317713.0	65123.0	320472.0	308857.0	319372.0	322041.0	71133.0	65587.0	312439.0
G007.fsa	323156.0	84393.0	77103.0	80139.0	268096.0	17055.0	77373.0	255576.0	310539.0	316649.0	70420.0	73183.0	320854.0	68149.0	0.0	77694.0	84455.0	436501.0	328253.0	32875.0	320649.0	17038.0	76738.0	60046.0	83347.0	70223.0	315998.0	83263.0	70410.0	79153.0	83913.0	318218.0	397967.0	320182.0	76071.0	268399.0	77955.0	311919.0	84355.0	407728.0	77094.0	1982.0	320067.0	324530.0	22377.0	320390.0	310802.0	317042.0	321438.0	83505.0	72884.0	318371.0
G073.fsa	314607.0	81842.0	79815.0	80083.0	263146.0	78314.0	79972.0	255472.0	308852.0	313600.0	74969.0	75236.0	314294.0	81063.0	77694.0	0.0	82202.0	429069.0	320638.0	77552.0	315885.0	78395.0	622.0	82991.0	80134.0	76260.0	314333.0	29200.0	76094.0	80034.0	82442.0	315197.0	393962.0	314395.0	77030.0	263166.0	83426.0	307789.0	80232.0	402383.0	81938.0	77636.0	313740.0	316188.0	78288.0	314443.0	307911.0	313642.0	314556.0	82133.0	75344.0	313166.0
G008.fsa	315401.0	650.0	69212.0	69668.0	266169.0	78094.0	74273.0	253287.0	308676.0	316257.0	72829.0	69529.0	316004.0	71530.0	84455.0	82202.0	0.0	430667.0	321512.0	71912.0	318968.0	78336.0	81648.0	84367.0	76080.0	78554.0	315408.0	87836.0	78874.0	68860.0	344.0	317589.0	397286.0	315939.0	78578.0	265933.0	75194.0	311300.0	76160.0	406208.0	79942.0	78042.0	316488.0	317993.0	77832.0	315689.0	310278.0	316133.0	315964.0	533.0	70015.0	315089.0
V060.fsa	421897.0	430439.0	429372.0	429821.0	430804.0	429291.0	428960.0	431396.0	411244.0	422665.0	429153.0	430255.0	420780.0	429880.0	436501.0	429069.0	430667.0	0.0	434192.0	426560.0	421396.0	428668.0	428488.0	429390.0	428226.0	421269.0	421158.0	434054.0	422781.0	428789.0	429604.0	420961.0	429486.0	419907.0	424830.0	430453.0	431358.0	425099.0	429172.0	427539.0	429899.0	430421.0	421458.0	421196.0	425668.0	421443.0	426688.0	421202.0	421353.0	429774.0	429989.0	420054.0
V100.fsa	209288.0	321212.0	326134.0	329303.0	310707.0	322000.0	324116.0	321366.0	202061.0	205440.0	312266.0	322316.0	203011.0	320743.0	328253.0	320638.0	321512.0	434192.0	0.0	320080.0	208551.0	321090.0	319471.0	336866.0	323991.0	315521.0	181284.0	319352.0	315082.0	326826.0	320846.0	206873.0	409074.0	202238.0	318144.0	310136.0	332246.0	281131.0	325187.0	412943.0	330687.0	326343.0	207485.0	208696.0	317914.0	207295.0	287863.0	204304.0	208913.0	320755.0	321262.0	186215.0
G004.fsa	317205.0	71961.0	75438.0	75207.0	268181.0	29467.0	72403.0	252922.0	310881.0	316251.0	69457.0	71926.0	317536.0	63059.0	32875.0	77552.0	71912.0	426560.0	320080.0	0.0	319015.0	29373.0	77529.0	60461.0	78723.0	67903.0	315080.0	80110.0	68427.0	75831.0	71948.0	317365.0	393238.0	316425.0	66928.0	268049.0	73408.0	311175.0	78997.0	407115.0	69231.0	37208.0	316734.0	318782.0	34590.0	316451.0	311389.0	316770.0	316747.0	71763.0	71831.0	317887.0
H005.fsa	119828.0	319081.0	319398.0	315223.0	301923.0	319947.0	315489.0	317819.0	161657.0	151077.0	311192.0	314447.0	114124.0	315936.0	320649.0	315885.0	318968.0	421396.0	208551.0	319015.0	0.0	319420.0	315092.0	336761.0	319197.0	314096.0	202839.0	319290.0	314079.0	319225.0	319461.0	4685.0	400530.0	113987.0	315034.0	302160.0	318589.0	294447.0	319166.0	407701.0	318871.0	320408.0	150714.0	120364.0	319615.0	151037.0	292571.0	150151.0	151451.0	319363.0	313806.0	198549.0
G108.fsa	318074.0	78210.0	76209.0	75756.0	266872.0	458.0	73109.0	254976.0	308855.0	315262.0	68702.0	71746.0	315228.0	66221.0	17038.0	78395.0	78336.0	428668.0	321090.0	29373.0	319420.0	0.0	77814.0	53272.0	80194.0	68306.0	315384.0	83284.0	68072.0	76540.0	77823.0	317067.0	395417.0	315319.0	67903.0	266924.0	69753.0	310559.0	79803.0	403824.0	69117.0	11774.0	315616.0	319776.0	15624.0	315466.0	309813.0	315437.0	316290.0	77821.0	71569.0	315307.0
V002.fsa	314313.0	81676.0	79789.0	79939.0	262575.0	77640.0	79829.0	254771.0	308145.0	313368.0	74801.0	75557.0	313857.0	80406.0	76738.0	622.0	81648.0	428488.0	319471.0	77529.0	315092.0	77814.0	0.0	81813.0	79760.0	75606.0	313635.0	29352.0	75613.0	80019.0	82130.0	314739.0	393784.0	313952.0	76526.0	262543.0	83781.0	307292.0	79769.0	402170.0	81264.0	77048.0	313579.0	315914.0	77504.0	314072.0	307181.0	313371.0	314247.0	82234.0	75758.0	312423.0
V057.fsa	334789.0	84073.0	84661.0	81108.0	281232.0	53363.0	75324.0	271277.0	324155.0	335372.0	82146.0	74949.0	332620.0	81485.0	60046.0	82991.0	84367.0	429390.0	336866.0	60461.0	336761.0	53272.0	81813.0	0.0	89707.0	20058.0	330611.0	94581.0	19532.0	84752.0	83359.0	332653.0	407399.0	330016.0	19037.0	279243.0	89698.0	324193.0	89574.0	422971.0	81638.0	54844.0	333104.0	333957.0	41483.0	332830.0	324610.0	332624.0	333392.0	83581.0	75070.0	331061.0
V069.fsa	318777.0	76602.0	59418.0	70343.0	271228.0	80097.0	73708.0	255533.0	306745.0	321136.0	60038.0	66264.0	319917.0	78315.0	83347.0	80134.0	76080.0	428226.0	323991.0	78723.0	319197.0	80194.0	79760.0	89707.0	0.0	84753.0	315001.0	83533.0	85769.0	60428.0	76773.0	317545.0	399367.0	319518.0	85588.0	271305.0	79492.0	313246.0	963.0	405717.0	80142.0	82287.0	323816.0	320577.0	81094.0	323532.0	310670.0	321355.0	323726.0	76752.0	66352.0	313460.0
L074.fsa	311813.0	78711.0	79711.0	74318.0	263320.0	68530.0	68955.0	252060.0	306274.0	311533.0	79385.0	68106.0	312463.0	78136.0	70223.0	76260.0	78554.0	421269.0	315521.0	67903.0	314096.0	68306.0	75606.0	20058.0	84753.0	0.0	311954.0	82616.0	1603.0	79661.0	78715.0	312829.0	391187.0	312101.0	3250.0	263266.0	86517.0	305730.0	84996.0	404820.0	81351.0	70169.0	312092.0	312735.0	68375.0	311725.0	305904.0	311596.0	312158.0	78547.0	68459.0	314440.0
G016.fsa	202081.0	315280.0	316415.0	312680.0	299600.0	315408.0	313664.0	317363.0	200201.0	199458.0	307692.0	310574.0	197614.0	311995.0	315998.0	314333.0	315408.0	421158.0	181284.0	315080.0	202839.0	315384.0	313635.0	330611.0	315001.0	311954.0	0.0	314810.0	312277.0	316710.0	315413.0	201862.0	397232.0	197245.0	313396.0	299923.0	319317.0	277720.0	314909.0	408228.0	320236.0	315590.0	199348.0	202320.0	314281.0	198113.0	279692.0	198430.0	199393.0	315156.0	309981.0	19688.0
L111.fsa	317863.0	88047.0	82092.0	82291.0	267646.0	82875.0	80905.0	255846.0	311271.0	317303.0	75970.0	76660.0	317712.0	81529.0	83263.0	29200.0	87836.0	434054.0	319352.0	80110.0	319290.0	83284.0	29352.0	94581.0	83533.0	82616.0	314810.0	0.0	82974.0	82595.0	87820.0	318749.0	393849.0	317830.0	82797.0	267897.0	88039.0	310262.0	82988.0	406597.0	84834.0	81707.0	317430.0	319612.0	84023.0	317169.0	309906.0	317121.0	317040.0	87702.0	77035.0	316495.0
V030.fsa	311917.0	79028.0	79784.0	74685.0	265188.0	68123.0	69501.0	252284.0	306464.0	313613.0	79875.0	68150.0	315393.0	80237.0	70410.0	76094.0	78874.0	422781.0	315082.0	68427.0	314079.0	68072.0	75613.0	19532.0	85769.0	1603.0	312277.0	82974.0	0.0	79800.0	79029.0	312872.0	390960.0	314075.0	2950.0	265028.0	86419.0	305949.0	84863.0	404405.0	80963.0	70203.0	313772.0	314739.0	68037.0	311875.0	305540.0	313559.0	311924.0	79110.0	68369.0	314121.0
L079.fsa	318244.0	68876.0	3406.0	77168.0	266846.0	76379.0	80621.0	252365.0	308670.0	314818.0	67841.0	71210.0	316434.0	78882.0	79153.0	80034.0	68860.0	428789.0	326826.0	75831.0	319225.0	76540.0	80019.0	84752.0	60428.0	79661.0	316710.0	82595.0	79800.0	0.0	69258.0	317658.0	398905.0	316688.0	80443.0	267135.0	86415.0	310462.0	61196.0	409351.0	87455.0	78628.0	316959.0	319230.0	74517.0	316129.0	315335.0	314670.0	318851.0	69057.0	71662.0	317310.0
L070.fsa	315608.0	611.0	69071.0	69547.0	266185.0	78009.0	74422.0	253439.0	308933.0	316397.0	72840.0	68885.0	316481.0	71116.0	83913.0	82442.0	344.0	429604.0	320846.0	71948.0	319461.0	77823.0	82130.0	83359.0	76773.0	78715.0	315413.0	87820.0	79029.0	69258.0	0.0	317645.0	397371.0	316111.0	78659.0	266574.0	75051.0	311246.0	75932.0	406216.0	80156.0	77747.0	316679.0	318074.0	77638.0	315819.0	310231.0	316287.0	316110.0	669.0	69875.0	315240.0
V010.fsa	117929.0	317440.0	317559.0	313524.0	301155.0	316985.0	313090.0	318019.0	160672.0	152093.0	310218.0	313016.0	113306.0	315128.0	318218.0	315197.0	317589.0	420961.0	206873.0	317365.0	4685.0	317067.0	314739.0	332653.0	317545.0	312829.0	201862.0	318749.0	312872.0	317658.0	317645.0	0.0	399122.0	112926.0	313494.0	301322.0	317886.0	293262.0	317389.0	406548.0	318233.0	318243.0	151695.0	118590.0	317168.0	151445.0	291405.0	151178.0	152191.0	317755.0	312306.0	197749.0
H178.fsa	394233.0	397444.0	398512.0	402698.0	392169.0	395413.0	399928.0	395008.0	387730.0	404743.0	394888.0	397215.0	393419.0	396217.0	397967.0	393962.0	397286.0	429486.0	409074.0	393238.0	400530.0	395417.0	393784.0	407399.0	399367.0	391187.0	397232.0	393849.0	390960.0	398905.0	397371.0	399122.0	0.0	393186.0	392540.0	391876.0	405094.0	403812.0	399399.0	98870.0	404417.0	398257.0	404804.0	395966.0	391503.0	404009.0	402154.0	403638.0	403464.0	397377.0	397014.0	396689.0
V014.fsa	1979.0	315849.0	314552.0	315460.0	299705.0	315320.0	315190.0	312947.0	157091.0	148742.0	308013.0	312716.0	1531.0	314434.0	320182.0	314395.0	315939.0	419907.0	202238.0	316425.0	113987.0	315319.0	313952.0	330016.0	319518.0	312101.0	197245.0	317830.0	314075.0	316688.0	316111.0	112926.0	393186.0	0.0	313644.0	299956.0	317161.0	289527.0	319823.0	398416.0	318252.0	319910.0	154509.0	1078.0	315185.0	151494.0	287225.0	151452.0	153149.0	315804.0	312295.0	197080.0
L102.fsa	314030.0	78800.0	79793.0	75287.0	264243.0	68003.0	70245.0	253756.0	306558.0	312315.0	80649.0	69111.0	314035.0	80296.0	76071.0	77030.0	78578.0	424830.0	318144.0	66928.0	315034.0	67903.0	76526.0	19037.0	85588.0	3250.0	313396.0	82797.0	2950.0	80443.0	78659.0	313494.0	392540.0	313644.0	0.0	264152.0	88276.0	306792.0	85702.0	405808.0	81129.0	75810.0	313549.0	314893.0	67457.0	312796.0	306454.0	312442.0	313626.0	78357.0	69313.0	314571.0
G094.fsa	298658.0	266512.0	266656.0	266627.0	1420.0	267026.0	266030.0	259618.0	296096.0	301886.0	265558.0	266328.0	299719.0	268457.0	268399.0	263166.0	265933.0	430453.0	310136.0	268049.0	302160.0	266924.0	262543.0	279243.0	271305.0	263266.0	299923.0	267897.0	265028.0	267135.0	266574.0	301322.0	391876.0	299956.0	264152.0	0.0	268455.0	296479.0	270206.0	398469.0	268211.0	268132.0	303396.0	300523.0	267687.0	301987.0	292898.0	302780.0	302249.0	266050.0	265759.0	299505.0
V116.fsa	320996.0	75080.0	83607.0	75203.0	268362.0	69449.0	74969.0	256345.0	305938.0	322590.0	48572.0	71643.0	317533.0	32090.0	77955.0	83426.0	75194.0	431358.0	332246.0	73408.0	318589.0	69753.0	83781.0	89698.0	79492.0	86517.0	319317.0	88039.0	86419.0	86415.0	75051.0	317886.0	405094.0	317161.0	88276.0	268455.0	0.0	316650.0	79991.0	415847.0	45527.0	78356.0	327104.0	322580.0	74821.0	328144.0	316120.0	322749.0	328114.0	75399.0	71226.0	318181.0
H031.fsa	295207.0	311272.0	309971.0	310128.0	296332.0	310550.0	310474.0	315097.0	287495.0	287064.0	304046.0	306075.0	289679.0	309654.0	311919.0	307789.0	311300.0	425099.0	281131.0	311175.0	294447.0	310559.0	307292.0	324193.0	313246.0	305730.0	277720.0	310262.0	305949.0	310462.0	311246.0	293262.0	403812.0	289527.0	306792.0	296479.0	316650.0	0.0	312723.0	411027.0	316350.0	311488.0	287955.0	295330.0	308910.0	286073.0	121499.0	286476.0	287411.0	310730.0	305718.0	280456.0
G109.fsa	319760.0	76017.0	59834.0	71186.0	270282.0	79784.0	74786.0	255548.0	306994.0	319899.0	59918.0	67750.0	319685.0	78023.0	84355.0	80232.0	76160.0	429172.0	325187.0	78997.0	319166.0	79803.0	79769.0	89574.0	963.0	84996.0	314909.0	82988.0	84863.0	61196.0	75932.0	317389.0	399399.0	319823.0	85702.0	270206.0	79991.0	312723.0	0.0	405661.0	81052.0	84455.0	324102.0	320476.0	81338.0	324881.0	310842.0	320097.0	324734.0	75912.0	68021.0	313564.0
L082.fsa	402825.0	406140.0	409430.0	408542.0	398522.0	403751.0	407632.0	401368.0	392341.0	409390.0	404920.0	407652.0	398382.0	411026.0	407728.0	402383.0	406208.0	427539.0	412943.0	407115.0	407701.0	403824.0	402170.0	422971.0	405717.0	404820.0	408228.0	406597.0	404405.0	409351.0	406216.0	406548.0	98870.0	398416.0	405808.0	398469.0	415847.0	411027.0	405661.0	0.0	415268.0	407800.0	410195.0	404499.0	407843.0	409167.0	411188.0	408570.0	410256.0	405966.0	407308.0	404914.0
G051.fsa	322131.0	80041.0	85290.0	73505.0	268073.0	69011.0	68555.0	256111.0	305963.0	320822.0	53208.0	69994.0	318060.0	49848.0	77094.0	81938.0	79942.0	429899.0	330687.0	69231.0	318871.0	69117.0	81264.0	81638.0	80142.0	81351.0	320236.0	84834.0	80963.0	87455.0	80156.0	318233.0	404417.0	318252.0	81129.0	268211.0	45527.0	316350.0	81052.0	415268.0	0.0	76864.0	326168.0	322963.0	71740.0	328019.0	315894.0	320765.0	325335.0	80372.0	70298.0	314581.0
H130.fsa	322910.0	77931.0	76721.0	81015.0	267510.0	11723.0	78090.0	255342.0	310410.0	316546.0	69663.0	73488.0	320500.0	67650.0	1982.0	77636.0	78042.0	430421.0	326343.0	37208.0	320408.0	11774.0	77048.0	54844.0	82287.0	70169.0	315590.0	81707.0	70203.0	78628.0	77747.0	318243.0	398257.0	319910.0	75810.0	268132.0	78356.0	311488.0	84455.0	407800.0	76864.0	0.0	302948.0	307099.0	13857.0	303368.0	296079.0	300291.0	304369.0	74949.0	71082.0	302003.0
V067.fsa	157071.0	316427.0	316563.0	320678.0	303008.0	315597.0	320775.0	316855.0	153871.0	6143.0	315133.0	318243.0	155473.0	322209.0	320067.0	313740.0	316488.0	421458.0	207485.0	316734.0	150714.0	315616.0	313579.0	333104.0	323816.0	312092.0	199348.0	317430.0	313772.0	316959.0	316679.0	151695.0	404804.0	154509.0	313549.0	303396.0	327104.0	287955.0	324102.0	410195.0	326168.0	302948.0	0.0	161638.0	315064.0	5024.0	287134.0	1008.0	7415.0	316405.0	317942.0	197091.0
H127.fsa	1632.0	317918.0	317109.0	316333.0	300447.0	319800.0	316823.0	316854.0	156827.0	155356.0	309950.0	314521.0	1336.0	317713.0	324530.0	316188.0	317993.0	421196.0	208696.0	318782.0	120364.0	319776.0	315914.0	333957.0	320577.0	312735.0	202320.0	319612.0	314739.0	319230.0	318074.0	118590.0	395966.0	1078.0	314893.0	300523.0	322580.0	295330.0	320476.0	404499.0	322963.0	307099.0	161638.0	0.0	316331.0	157840.0	294460.0	158015.0	159674.0	318086.0	313937.0	198612.0
V006.fsa	315429.0	77748.0	74289.0	75869.0	267785.0	15742.0	73770.0	255371.0	308310.0	315096.0	68206.0	71452.0	315818.0	65123.0	22377.0	78288.0	77832.0	425668.0	317914.0	34590.0	319615.0	15624.0	77504.0	41483.0	81094.0	68375.0	314281.0	84023.0	68037.0	74517.0	77638.0	317168.0	391503.0	315185.0	67457.0	267687.0	74821.0	308910.0	81338.0	407843.0	71740.0	13857.0	315064.0	316331.0	0.0	315390.0	310415.0	315408.0	316032.0	77316.0	71829.0	316184.0
V008.fsa	157053.0	315687.0	314786.0	321048.0	301558.0	315409.0	321194.0	317020.0	153881.0	2806.0	315173.0	317858.0	151888.0	320472.0	320390.0	314443.0	315689.0	421443.0	207295.0	316451.0	151037.0	315466.0	314072.0	332830.0	323532.0	311725.0	198113.0	317169.0	311875.0	316129.0	315819.0	151445.0	404009.0	151494.0	312796.0	301987.0	328144.0	286073.0	324881.0	409167.0	328019.0	303368.0	5024.0	157840.0	315390.0	0.0	286663.0	1097.0	7633.0	315632.0	317350.0	197324.0
G093.fsa	292935.0	310255.0	315024.0	312217.0	292793.0	310028.0	308221.0	311094.0	283045.0	285633.0	303580.0	308549.0	287511.0	308857.0	310802.0	307911.0	310278.0	426688.0	287863.0	311389.0	292571.0	309813.0	307181.0	324610.0	310670.0	305904.0	279692.0	309906.0	305540.0	315335.0	310231.0	291405.0	402154.0	287225.0	306454.0	292898.0	316120.0	121499.0	310842.0	411188.0	315894.0	296079.0	287134.0	294460.0	310415.0	286663.0	0.0	285117.0	285410.0	310363.0	308845.0	278417.0
V004.fsa	153437.0	316189.0	314568.0	316851.0	302422.0	315398.0	317244.0	316210.0	153829.0	5548.0	315050.0	316620.0	152502.0	319372.0	317042.0	313642.0	316133.0	421202.0	204304.0	316770.0	150151.0	315437.0	313371.0	332624.0	321355.0	311596.0	198430.0	317121.0	313559.0	314670.0	316287.0	151178.0	403638.0	151452.0	312442.0	302780.0	322749.0	286476.0	320097.0	408570.0	320765.0	300291.0	1008.0	158015.0	315408.0	1097.0	285117.0	0.0	3167.0	316100.0	316115.0	196423.0
G083.fsa	157150.0	315967.0	316603.0	320593.0	301901.0	316098.0	321114.0	316685.0	153999.0	4768.0	315345.0	318144.0	153582.0	322041.0	321438.0	314556.0	315964.0	421353.0	208913.0	316747.0	151451.0	316290.0	314247.0	333392.0	323726.0	312158.0	199393.0	317040.0	311924.0	318851.0	316110.0	152191.0	403464.0	153149.0	313626.0	302249.0	328114.0	287411.0	324734.0	410256.0	325335.0	304369.0	7415.0	159674.0	316032.0	7633.0	285410.0	3167.0	0.0	315852.0	317612.0	197103.0
